feature0,feature1,feature2,feature3,True,Pred,Error
985,332,0.327186,0.654372,0.09756226000000004,0.09845380643243262,0.009138230627627758
1958,616,1.206436,2.412872,0.14746318,0.14550092308108092,0.013306758466208822
13400,617,8.2681085,16.536217,0.7331036799999999,0.6580628294054053,0.10236048821170105
657,1048,0.68906,1.37812,0.12431339999999996,0.11622496945945926,0.06506483243592971
3039,529,1.6078955,3.215791,0.19050658,0.21705250389189196,0.13934386881488264
2571,884,2.273206,4.546412,0.29592714000000003,0.281814526108109,0.047689488337876194
3860,1000,3.8605,7.721,0.37467034000000005,0.4272169611351354,0.1402476137693081
1258,446,0.561291,1.122582,0.11410835999999998,0.09107681048648657,0.20183928253384253
722,766,0.553435,1.10687,0.11163930000000002,0.10799984918918906,0.03260008626721022
3083,1088,3.354848,6.709696,0.4401654199999999,0.3446986894594595,0.21688830199460118
877,501,0.4396275,0.879255,0.10622272000000002,0.10161002486486467,0.04342475070432528
946,813,0.7695045,1.539009,0.26095571999999995,0.1232128080540546,0.5278401712978178
923,1084,1.001074,2.002148,0.12901258000000002,0.11714650945945969,0.09197607350027669
724,1001,0.7252245,1.450449,0.08511872000000001,0.10722447151351368,0.2597049334566317
697,4080,2.8458,5.6916,0.34145172,0.21482569978378435,0.3708460458662081
3496,903,3.1573395,6.314679,0.35471259999999993,0.3562318523783778,0.004283051626522023
1371,1008,1.382472,2.764944,0.16520422000000004,0.1862223292432432,0.12722501424747595
9799,1247,12.2199765,24.439953,1.0910551600000002,1.0744036369189203,0.015261852646460124
18170,627,11.3929035,22.785807,1.01443876,0.9992063796216236,0.015015574107574889
1890,1000,1.8905,3.781,0.28280429999999995,0.23198964340540612,0.1796813435813877
3790,676,2.562378,5.124756,0.3064218,0.2915734759459455,0.04845713997520577
2549,794,2.024303,4.048606,0.24269831999999997,0.21193470870270298,0.12675658940406753
1574,297,0.4676265,0.935253,0.11338813999999996,0.10404959524324332,0.08235909643421822
2505,702,1.758861,3.517722,0.21287901999999992,0.19671548610810832,0.0759282614693153
3814,525,2.0026125,4.005225,0.21427700000000005,0.24526294556756714,0.144606959998353
3578,920,3.29222,6.58444,0.3982942200000001,0.3733124140000002,0.06272198978935692
515,942,0.485601,0.971202,0.10554001999999998,0.11675763859459466,0.10628781948870845
3835,1003,3.8470065,7.694013,0.3899424999999999,0.3902396953796641,0.0007621518035714532
320,1287,0.4124835,0.824967,0.10011650000000001,0.10831679221621622,0.08190749992474976
1795,537,0.9641835,1.928367,0.14793103999999999,0.1271052341621622,0.14078050041315046
1347,960,1.2936,2.5872,0.15120383999999995,0.14537286086486492,0.038563697424185986
1046,1088,1.138592,2.277184,0.16818341999999997,0.12077228145945959,0.28190138207761734
1780,417,0.7424685,1.484937,0.11246431999999999,0.12183526154054071,0.08332368470765411
1006,633,0.6371145,1.274229,0.11632622,0.11619892248648665,0.0010943148802852994
22173,727,16.1201345,32.240269,1.4926459000000003,1.6517473967567515,0.10659024806670571
27745,882,24.471531,48.943062,2.7550717999999996,2.7117598006492925,0.015720824172606746
1740,1000,1.7405,3.481,0.21427714,0.24744370502702714,0.15478349686311446
1189,768,0.913536,1.827072,0.11297315999999999,0.12939365243243237,0.14534861583434844
4131,731,3.0201265,6.040253,0.3480720800000001,0.33798294291891773,0.028985769502346714
3717,904,3.36062,6.72124,0.37303996000000006,0.301883175081081,0.19074842523283314
2091,1000,2.0915,4.183,0.26044903999999997,0.26083021156756653,0.0014635168844030404
798,1244,0.993334,1.986668,0.12819718,0.135869795297297,0.059850109786323026
